Title,Channel,Published,URL
"Lullaby of Woe - Ashley Serena (LYRICS)","Common Sense","19/08/2022",https://www.youtube.com/watch?v=ohNpf4VnlP8
"Ruelle - Good Day for Dreaming","alexias788","07/11/2022",https://www.youtube.com/watch?v=3aLzUGNEdrE
"2WEI & Edda Hayes - BURN","2WEI","22/11/2022",https://www.youtube.com/watch?v=92pwZ8zUGbE
"The Ecstasy of Gold - Ennio Morricone ( The Good, the Bad and the Ugly ) [High Quality Audio]","Cinema Hotel Studios","28/11/2022",https://www.youtube.com/watch?v=PYI09PMNazw
"Comforting Memories","Kumi Tanioka - Topic","15/01/2023",https://www.youtube.com/watch?v=k79dMVVmvA8
"Stand Tall","Lena Raine - Topic","15/01/2023",https://www.youtube.com/watch?v=OuYA_siR8Hc
"Don't wake me I'm not dreaming | sapientdream - past lives lirik terjemahan indonesia","Dirgavilm","17/01/2023",https://www.youtube.com/watch?v=haTkcu_l4tM
"Con La Brisa (From ""Black Panther: Wakanda Forever - Music From and Inspired By""/Visual...","MarvelMusicVEVO","05/03/2023",https://www.youtube.com/watch?v=FSXcA0FPpbM
"𝘠𝘰𝘶 𝘋𝘰𝘯'𝘵 𝘖𝘸𝘯 𝘔𝘦 (𝘴𝘭𝘰𝘸𝘦𝘥/𝘳𝘦𝘷𝘦𝘳𝘣)","siasme","01/07/2023",https://www.youtube.com/watch?v=JMHVR-xXa_w
"Florence + The Machine - Heaven Is Here","FlorenceMachineVEVO","01/07/2023",https://www.youtube.com/watch?v=Q4Ez9pitRJ0
"FreshmanSound - Darkwood (Horror Cinematic Mysterious Thriller Trailer)","Freshman “Freshmansound” Sound","08/07/2023",https://www.youtube.com/watch?v=vz35kFJErW4
"Stephanie Tarling - Pure Imagination | Absolution Music Network","Absolution Music Network","02/09/2023",https://www.youtube.com/watch?v=7yVUS5qKifg
"The Shadow of Death","Justin Varghese - Topic","12/11/2023",https://www.youtube.com/watch?v=9AH0C0VXy44
"Elley Duhé - Middle of The Night (Stave Remix)","Akuma Music","19/08/2022",https://www.youtube.com/watch?v=XzPOzqudjIk
"I Am The Doctor","Murray Gold - Topic","19/11/2023",https://www.youtube.com/watch?v=komb7TaF-6o
"Running Up That Hill (from ""Stranger Things"") (Epic Version)","Samuel Kim - Topic","27/11/2023",https://www.youtube.com/watch?v=KZYbdfV5RiY
"Running Up That Hill - Epic Version (from ""Stranger Things)","Samuel Kim - Topic","27/11/2023",https://www.youtube.com/watch?v=4fY9CXdIoU4
"sapientdream - Past Lives (Lyrics)","InvertOG","02/03/2024",https://www.youtube.com/watch?v=iNa1n6Gch7E
"sapientdream - Pastlives (lyrics)","TheGoodVibe","02/03/2024",https://www.youtube.com/watch?v=-TXtyYZIiWc
"Twinkle Twinkle Little Star but it's actually dark and full of anxiety","PianoDeuss","03/07/2024",https://www.youtube.com/watch?v=mx7tAev7q4I
"Stephanie Tarling - Pure Imagination [Extended][Microsoft]","bcFenix","04/07/2024",https://www.youtube.com/watch?v=Nse6FkmTTOg
"Woodkid - Run Boy Run - Live at Montreux 15.07.2016","WOODKID","04/07/2024",https://www.youtube.com/watch?v=EPKkjUpwwGY
"Woodkid - Run Boy Run (Official HD Video)","WOODKID","02/09/2024",https://www.youtube.com/watch?v=lmc21V-zBq0
"AEPH, Willow Knox, and Kings & Creatures - ""(Don't Fear) the Reaper"" (Official Audio)","Position Music","28/10/2024",https://www.youtube.com/watch?v=SwDgJFIkZ58
"Bea Miller - Playground  | Arcane League of Legends | Riot Games Music","Riot Games Music","28/10/2024",https://www.youtube.com/watch?v=3jfI-z__GY0
"ASMZ - 13 Angels Standing Guard 'Round the Side of Your Bed","zzyend","19/11/2024",https://www.youtube.com/watch?v=hQZfGa5t4e8
"ODESZA - The Last Goodbye ft. Bettye LaVette (Instrumental)","Rockstar Beats","09/12/2025",https://www.youtube.com/watch?v=uNRx8LnRzss
"Madonna - Like A Prayer (Choir Version) [Vinyl Visualizer]","Madonna","26/01/2025",https://www.youtube.com/watch?v=NdzOv1t8Ie4
"JJ - Wasted Love (Official Lyric Video) Extended Version","JJ","18/05/2025",https://www.youtube.com/watch?v=aQ7JnH7voCg
"Instrumental ringtone || Om Shanti Om || Main Agar Kahoon","CD Creation","03/07/2025",https://www.youtube.com/watch?v=2ZVX075EWnA
"What A Wonderful World (From ""The Wild Robot Trailer"")","Geek Music - Topic","16/07/2025",https://www.youtube.com/watch?v=xsNamZDKLgg
"Con La Brisa","Foudeqush - Topic","13/08/2025",https://www.youtube.com/watch?v=RJmlM5D2LFM
"LABOUR (the cacophony)","Paris Paloma - Topic","25/10/2025",https://www.youtube.com/watch?v=kJZ4lrEvzkw
"Pehle Bhi Main","Vishal Mishra - Topic","06/11/2025",https://www.youtube.com/watch?v=9cHq63r1vHQ
"Everything is romantic (Alina Kay TikTok Remix) | Fall in love again and again","purple drip boy","10/11/2025",https://www.youtube.com/watch?v=mEviLg29I1E
"Private video","Indexer Laws","25/11/2025",https://www.youtube.com/watch?v=U5AmwZd0OAU
"Deleted video","Indexer Laws","25/11/2025",https://www.youtube.com/watch?v=HBj5-osYutA
"Heroes","Peter Gabriel - Topic","06/12/2025",https://www.youtube.com/watch?v=jn1UkLoK9ek
"Remember Me","Murray Gold - Topic","09/12/2025",https://www.youtube.com/watch?v=TGJHsL_UXNo
"Everything is romantic (TikTok Version) Alina Kay vocals","Zayn","09/12/2025",https://www.youtube.com/watch?v=Q-cVaU0EH1Y
"Everything Is Romantic","Orchestra Club - Topic","09/12/2025",https://www.youtube.com/watch?v=7GrneQrzB6U
"Pehle Bhi Main (Slowed + Reverb) | Vishal Mishra | Animal | SR Lofi","SR Lofi","09/12/2025",https://www.youtube.com/watch?v=kZGpkkfk2lA
"28 YEARS LATER Trailer Song ""Boots"" Epic Trailer Version Music","The Wizard","22/01/2026",https://www.youtube.com/watch?v=BR9tfe9B2ac
